215156.0,-0.89,-0.08,0.46,0.0,0.0,0.0,-9.15,222.21,72.77
215176.0,-0.88,-0.07,0.47,-0.06,-0.12,-0.06,-9.0,220.56,70.97
215196.0,-0.88,-0.07,0.46,-0.06,-0.06,-0.06,-6.75,223.26,71.42
215216.0,-0.87,-0.09,0.46,-0.06,-0.12,-0.12,-7.65,222.06,71.87
215236.0,-0.87,-0.08,0.47,0.0,0.12,0.0,-7.05,220.71,72.77
215256.0,-0.87,-0.08,0.47,-0.06,-0.06,0.0,-8.55,221.76,71.42
215276.0,-0.87,-0.08,0.46,-0.06,-0.12,-0.06,-7.2,221.31,72.32
215296.0,-0.88,-0.07,0.47,-0.24,-0.06,0.06,-7.95,219.95,71.87
215296.0,-0.88,-0.07,0.47,-0.24,-0.06,0.06,-7.95,219.95,71.87
215296.0,-0.88,-0.07,0.47,-0.24,-0.06,0.06,-7.95,219.95,71.87
215364.0,-0.88,-0.07,0.47,0.0,-0.06,-0.06,-6.6,221.01,72.62
215381.0,-0.87,-0.08,0.46,-0.12,-0.18,0.06,-9.3,221.61,71.87
215398.0,-0.88,-0.08,0.48,0.0,0.0,0.0,-8.7,221.61,71.27
215416.0,-0.87,-0.08,0.46,0.0,0.06,-0.06,-7.8,221.46,71.72
215436.0,-0.87,-0.07,0.47,0.0,0.06,0.0,-6.75,221.76,71.72
215457.0,-0.87,-0.08,0.47,-0.06,-0.06,-0.12,-7.95,222.66,71.87
215476.0,-0.88,-0.07,0.48,0.0,-0.06,0.0,-8.1,221.76,73.37
215496.0,-0.87,-0.07,0.47,-0.06,-0.18,-0.06,-7.65,221.31,72.62
215516.0,-0.88,-0.08,0.48,-0.06,-0.12,0.0,-8.85,222.21,73.07
215537.0,-0.87,-0.08,0.48,0.0,-0.06,0.06,-8.85,221.46,72.02
215557.0,-0.87,-0.08,0.48,0.0,0.0,-0.06,-6.9,221.61,71.87
215576.0,-0.87,-0.07,0.47,-0.18,-0.12,0.06,-7.05,221.76,72.47
215576.0,-0.87,-0.07,0.47,-0.18,-0.12,0.06,-7.05,221.76,72.47
215576.0,-0.87,-0.07,0.47,-0.18,-0.12,0.06,-7.05,221.76,72.47
215650.0,-0.88,-0.07,0.46,-0.12,-0.06,0.06,-7.2,221.31,71.57
215667.0,-0.88,-0.08,0.48,0.06,0.06,0.0,-8.85,219.05,72.47
215676.0,-0.88,-0.08,0.48,-0.06,-0.06,0.0,-6.6,220.56,71.57
215696.0,-0.87,-0.08,0.46,-0.18,-0.06,-0.06,-6.9,221.31,71.27
215716.0,-0.87,-0.07,0.47,-0.06,-0.18,-0.06,-8.25,221.61,72.62
215736.0,-0.86,-0.07,0.46,-0.12,-0.12,0.06,-8.7,221.61,71.27
215756.0,-0.87,-0.07,0.46,-0.12,-0.18,-0.12,-8.25,221.01,71.57
215776.0,-0.87,-0.08,0.47,-0.12,-0.12,0.0,-8.25,221.31,71.57
215796.0,-0.87,-0.08,0.47,0.0,0.0,-0.06,-8.55,222.21,72.77
215816.0,-0.87,-0.08,0.45,-0.06,-0.06,0.06,-6.6,222.06,72.32
215836.0,-0.88,-0.07,0.47,-0.06,-0.18,0.06,-8.55,219.65,72.02
215856.0,-0.88,-0.07,0.46,-0.06,-0.12,0.0,-7.05,220.71,72.02
215856.0,-0.88,-0.07,0.46,-0.06,-0.12,0.0,-7.05,220.71,72.02
215856.0,-0.88,-0.07,0.46,-0.06,-0.12,0.0,-7.05,220.71,72.02
215933.0,-0.87,-0.07,0.46,0.0,0.0,0.0,-7.05,221.76,71.72
215950.0,-0.87,-0.08,0.46,-0.06,0.0,0.0,-7.2,222.66,72.32
215977.0,-0.87,-0.07,0.47,-0.06,-0.12,-0.06,-8.7,221.01,72.32
215997.0,-0.87,-0.07,0.47,0.0,0.06,-0.06,-7.95,221.61,71.27
216017.0,-0.87,-0.08,0.46,-0.06,-0.06,0.0,-7.65,222.06,72.62
216036.0,-0.87,-0.08,0.46,-0.06,-0.06,0.0,-9.15,222.51,72.47
216056.0,-0.88,-0.08,0.46,0.0,0.12,0.06,-6.9,221.01,72.32
216076.0,-0.88,-0.07,0.47,-0.06,-0.06,0.0,-9.3,221.61,72.32
216096.0,-0.88,-0.09,0.47,-0.06,-0.12,-0.06,-7.8,222.51,72.02
216116.0,-0.88,-0.08,0.46,-0.06,-0.06,0.18,-8.55,222.51,71.72
216136.0,-0.88,-0.08,0.48,0.0,0.0,0.0,-6.6,222.06,72.32
216136.0,-0.88,-0.08,0.48,0.0,0.0,0.0,-6.6,222.06,72.32
216136.0,-0.88,-0.08,0.48,0.0,0.0,0.0,-6.6,222.06,72.32
216136.0,-0.88,-0.08,0.48,0.0,0.0,0.0,-6.6,222.06,72.32
216213.0,-0.87,-0.08,0.47,-0.12,-0.06,-0.06,-8.25,221.31,72.62
216240.0,-0.88,-0.08,0.47,0.0,0.12,0.12,-7.8,222.21,71.72
216256.0,-0.88,-0.08,0.47,0.0,0.0,-0.06,-7.5,220.11,72.47
216276.0,-0.88,-0.07,0.47,0.06,-0.06,-0.06,-7.05,222.51,73.82
216296.0,-0.87,-0.08,0.47,-0.06,-0.18,-0.06,-7.5,222.81,72.02
216316.0,-0.88,-0.07,0.47,-0.18,-0.06,0.0,-8.7,220.56,71.57
216336.0,-0.87,-0.08,0.47,-0.06,-0.06,0.0,-7.05,221.76,72.02
216356.0,-0.88,-0.08,0.46,0.0,0.06,0.06,-7.2,221.61,72.32
216376.0,-0.87,-0.08,0.47,0.0,0.0,0.0,-8.25,220.26,71.57
216397.0,-0.87,-0.08,0.46,-0.06,-0.12,-0.06,-6.15,222.66,72.62
216417.0,-0.86,-0.08,0.47,-0.06,-0.06,0.0,-7.2,222.36,72.62
216417.0,-0.86,-0.08,0.47,-0.06,-0.06,0.0,-7.2,222.36,72.62
216417.0,-0.86,-0.08,0.47,-0.06,-0.06,0.0,-7.2,222.36,72.62
216484.0,-0.88,-0.08,0.47,0.0,0.06,0.06,-5.1,223.11,72.62
216502.0,-0.88,-0.07,0.48,0.0,0.0,0.06,-9.3,221.01,71.87
216519.0,-0.87,-0.07,0.47,-0.06,-0.06,-0.06,-8.25,221.61,72.62
216536.0,-0.87,-0.08,0.48,-0.06,-0.06,0.0,-7.95,222.06,72.62
216556.0,-0.88,-0.08,0.47,-0.06,-0.18,-0.06,-7.95,222.66,72.62
216576.0,-0.87,-0.08,0.46,-0.06,-0.12,0.0,-7.5,221.76,72.47
216596.0,-0.87,-0.08,0.48,-0.18,-0.18,0.06,-7.65,221.31,72.92
216616.0,-0.87,-0.08,0.47,-0.06,-0.12,0.0,-8.85,221.46,71.12
216636.0,-0.87,-0.07,0.47,-0.06,-0.06,0.0,-6.15,219.95,72.32
216656.0,-0.88,-0.08,0.48,-0.12,-0.06,-0.12,-8.25,222.06,72.92
216676.0,-0.88,-0.08,0.47,0.12,0.0,-0.06,-7.65,221.61,70.97
216696.0,-0.87,-0.07,0.46,-0.12,-0.06,-0.06,-8.25,222.36,71.87
216696.0,-0.87,-0.07,0.46,-0.12,-0.06,-0.06,-8.25,222.36,71.87
216696.0,-0.87,-0.07,0.46,-0.12,-0.06,-0.06,-8.25,222.36,71.87
216766.0,-0.88,-0.08,0.46,0.06,0.06,-0.06,-7.05,221.76,71.72
216783.0,-0.87,-0.08,0.46,0.18,-0.06,0.0,-8.7,223.71,72.92
216800.0,-0.87,-0.08,0.47,-0.12,-0.06,0.0,-9.0,222.06,71.87
216816.0,-0.87,-0.08,0.48,0.0,0.0,0.0,-9.3,222.06,72.62
216836.0,-0.88,-0.08,0.48,0.0,-0.06,0.0,-8.1,222.51,70.67
216856.0,-0.88,-0.08,0.46,0.0,-0.12,0.0,-8.25,222.36,72.62
216876.0,-0.88,-0.08,0.46,-0.06,-0.06,0.0,-6.15,221.31,71.87
216896.0,-0.87,-0.07,0.47,-0.06,-0.06,0.0,-6.6,223.11,71.87
216916.0,-0.88,-0.08,0.46,-0.06,-0.06,0.0,-8.25,221.61,71.57
216937.0,-0.87,-0.08,0.47,-0.12,-0.12,0.0,-6.45,221.46,73.07
216957.0,-0.87,-0.08,0.46,-0.06,-0.06,-0.06,-7.65,221.31,72.32
216977.0,-0.87,-0.08,0.47,0.06,0.12,-0.06,-6.75,222.51,71.72
216977.0,-0.87,-0.08,0.47,0.06,0.12,-0.06,-6.75,222.51,71.72
216977.0,-0.87,-0.08,0.47,0.06,0.12,-0.06,-6.75,222.51,71.72
217045.0,-0.88,-0.08,0.47,0.0,0.0,0.12,-6.15,222.36,73.67
217071.0,-0.88,-0.08,0.46,0.0,0.06,-0.06,-6.75,221.46,71.12
217080.0,-0.87,-0.08,0.47,0.0,0.0,-0.06,-6.75,221.46,71.12
217096.0,-0.88,-0.08,0.47,-0.12,-0.12,0.06,-9.15,221.76,72.02
217116.0,-0.88,-0.08,0.47,0.0,0.06,-0.06,-8.25,221.31,73.22
217136.0,-0.88,-0.08,0.46,0.0,0.0,0.0,-6.9,222.36,71.27
217157.0,-0.88,-0.08,0.47,-0.06,-0.12,-0.12,-8.55,222.21,72.77
217177.0,-0.87,-0.08,0.47,-0.12,0.0,0.0,-7.5,222.51,73.37
217197.0,-0.87,-0.08,0.46,-0.06,-0.18,0.06,-8.1,219.35,71.72
217217.0,-0.87,-0.08,0.46,-0.06,-0.18,-0.06,-7.8,220.11,72.47
217237.0,-0.87,-0.07,0.48,-0.06,-0.06,-0.06,-7.2,221.61,72.32
217257.0,-0.87,-0.08,0.47,-0.06,-0.12,-0.12,-7.65,221.61,72.62
