name,date,time,time_since_start,vicon_sequence,vicon_time_stamp,vicon_frame_id,vicon_child_frame_id,vicon_translation_x,vicon_translation_y,vicon_translation_z,vicon_rotation_x,vicon_rotation_y,vicon_rotation_z,vicon_rotation_w,int_imu_time_stamp,int_imu_acc_x,int_imu_acc_y,int_imu_acc_z,int_imu_gyro_x,int_imu_gyro_y,int_imu_gyro_z,int_imu_mag_x,int_imu_mag_y,int_imu_mag_z,ext_imu_time_stamp,ext_imu_acc_x,ext_imu_acc_y,ext_imu_acc_z,ext_imu_gyro_x,ext_imu_gyro_y,ext_imu_gyro_z,ext_imu_mag_x,ext_imu_mag_y,ext_imu_mag_z,dji_imu_sequence,dji_imu_time_stamp,dji_imu_frame_id,dji_imu_orientation_x,dji_imu_orientation_y,dji_imu_orientation_z,dji_imu_ang_vel_x,dji_imu_ang_vel_y,dji_imu_ang_vel_z,dji_imu_lin_acc_x,dji_imu_lin_acc_y,dji_imu_lin_acc_z,rc_sequence,rc_time_stamp,rc_frame_id,rc_roll,rc_pitch,rc_yaw,rc_throttle,rc_mode,rc_landing_gear
,,133749.298505,0.3858318328857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15433.0,-0.0,0.01,-1.0,-1.46,-1.65,-0.12,-10.35,46.51,-54.46,15443.0,-0.01,0.02,-1.02,-1.4,-1.77,0.0,-11.25,46.36,-54.31,1576,1602848269.285572,1234,0.4676828938280433,-9.235970548103353,2.7013032874760556,0.7215273180570899,1.2987732990945762,2.880202983985085,0.7420052874004243,1.3829248290295526,2.9924932192623483,1575,1602848269.285572,4321,0.6282366514205933,1.7823745012283325,2.5346872806549072,3.8436670303344727,4.714297294616699,5.438833236694336
,,133749.315577,0.4028804302215576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15453.0,-0.01,0.01,-1.0,-1.46,-1.65,-0.12,-11.1,48.31,-54.16,15463.0,-0.0,0.01,-1.01,-1.52,-1.65,-0.3,-11.4,48.31,-53.71,1578,1602848269.305581,1234,0.6155190617587314,-9.422314595314884,2.997178323410894,0.030319139523499405,1.2967545054707013,2.7153244558991876,0.8534305790154714,1.888095082466371,2.548656546610882,1577,1602848269.305581,4321,0.9914504885673523,1.6322542428970337,2.280334711074829,3.258530378341675,4.204606533050537,5.539327621459961
,,133749.335192,0.42249107360839844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15473.0,-0.0,0.01,-1.01,-1.4,-1.71,-0.18,-12.0,47.11,-54.91,15482.0,0.0,0.01,-1.0,-1.46,-1.71,-0.24,-11.7,46.06,-55.36,1580,1602848269.325689,1234,0.19661083983987182,-9.333131699169464,2.3315672994281313,0.38089121277733773,1.1279365370591155,2.2517893966501266,0.2171144335893812,1.4680915193266248,2.8150411205901893,1579,1602848269.325689,4321,0.9960439801216125,1.5461153984069824,2.8625340461730957,3.8500893115997314,4.240029335021973,5.0927300453186035
,,133749.355212,0.44250941276550293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15492.0,-0.0,0.01,-1.02,-1.4,-1.71,-0.37,-10.95,46.36,-55.36,15502.0,0.0,0.01,-1.01,-1.46,-1.65,-0.18,-10.95,47.41,-55.66,1582,1602848269.345524,1234,0.9803759567877885,-9.441865719131611,2.8828770666365107,0.40542977478736086,1.3359980256039865,2.412109940709937,0.5704076996973374,1.4559218457004586,2.422466100209273,1581,1602848269.345524,4321,0.8200763463973999,1.2543524503707886,2.582174062728882,3.7029566764831543,4.196587562561035,5.325207233428955
,,133749.376154,0.46346449851989746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15512.0,-0.0,0.01,-1.01,-1.34,-1.65,-0.18,-10.8,47.26,-55.51,15522.0,-0.0,0.01,-1.01,-1.34,-1.65,-0.24,-11.7,47.11,-55.36,1584,1602848269.365518,1234,0.2756187103589798,-9.205822856800546,2.3851480427379617,0.6231863129274258,1.0513307371754133,2.5032568512134006,0.9740407025529626,1.9725624102137456,2.7916409594098837,1583,1602848269.365518,4321,0.1948021650314331,1.2226048707962036,2.300077438354492,3.2914888858795166,4.745847702026367,5.270790100097656
,,133749.399192,0.48651909828186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15532.0,0.0,0.01,-0.99,-1.46,-1.71,-0.3,-10.65,48.16,-54.91,15542.0,0.0,0.01,-1.01,-1.4,-1.65,-0.24,-10.65,46.06,-54.31,1586,1602848269.385637,1234,0.6502331855329793,-9.392377974919176,2.0312217727801833,0.6946030522425614,1.117491999518177,2.115896567383866,0.015340450428949826,1.060455223999311,2.9788875328389577,1585,1602848269.385637,4321,0.02180781401693821,1.0569530725479126,2.18078875541687,3.3138785362243652,4.419694900512695,5.309288024902344
,,133749.415516,0.5028200149536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15552.0,-0.0,0.0,-1.0,-1.34,-1.71,-0.12,-12.3,47.41,-55.36,15562.0,-0.01,0.01,-1.01,-1.52,-1.59,-0.12,-12.0,48.46,-54.61,1588,1602848269.405559,1234,0.21229971102491163,-9.004180524688236,2.733280320310869,0.3593044477504235,1.6716442672741276,2.8228717550696185,0.4900573031180474,1.0142851560215458,2.5758342414657336,1587,1602848269.405559,4321,0.637017548084259,1.4238414764404297,2.4257874488830566,3.893968343734741,4.334897518157959,5.8559675216674805
,,133749.435634,0.5229377746582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15626.0,-0.0,0.05,-12.09,-270.85,1052.01,-348.72,-11.1,47.56,-54.76,15700.0,-0.01,0.01,-1.01,-1.28,-1.77,-0.24,-11.1,46.51,-55.06,1590,1602848269.425556,1234,0.34036301117875023,-9.412206208273053,2.577352238129965,0.7508090954082495,1.6923129810828927,2.1111872569156223,0.0055230946034654504,1.1330256373394971,2.1457178944697963,1589,1602848269.425556,4321,0.6937639117240906,1.577684760093689,2.85332989692688,3.713305950164795,4.382511138916016,5.5840163230896
,,133749.455618,0.5429196357727051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15710.0,-0.0,0.0,-1.01,-1.4,-1.77,-0.18,-10.95,47.11,-55.36,15720.0,-0.0,0.0,-1.01,-1.46,-1.65,0.0,-9.9,47.11,-55.66,1592,1602848269.445535,1234,0.7633464262222728,-9.021797524592028,2.8401043742600116,0.7747879996612232,1.124620649176622,2.3672723270963654,0.20836426391041873,1.1365119415716578,2.23647672167776,1591,1602848269.445535,4321,0.3657442033290863,1.3650261163711548,2.5309154987335205,3.092219829559326,4.059858798980713,5.000290393829346
,,133749.475534,0.5628368854522705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15729.0,0.0,0.02,-1.0,-1.4,-1.65,-0.24,-12.45,47.56,-56.11,15740.0,-0.0,0.02,-1.01,-1.28,-1.71,-0.24,-11.4,46.51,-54.76,1594,1602848269.465535,1234,0.5992858414010451,-9.232523965980835,2.759601360109899,0.23865205209062323,1.7400539581219832,2.1794919155443733,0.6412469530945925,1.8747254776202515,2.67975848104457,1593,1602848269.465535,4321,0.6971755027770996,1.4564300775527954,2.554516315460205,3.1595206260681152,4.32404899597168,5.870283603668213
,,133749.495644,0.5829465389251709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15749.0,0.0,0.01,-1.01,-1.34,-1.71,-0.18,-12.0,47.41,-54.91,15760.0,0.0,0.0,-1.01,-1.46,-1.65,-0.24,-11.4,47.86,-54.16,1596,1602848269.485547,1234,0.7989802772217808,-9.813382292813396,2.9632802590939713,0.5511029868420304,1.7372724765688847,2.5739549931774337,0.8387392210415983,1.9382397710811163,2.2238736547810216,1595,1602848269.485547,4321,0.043191757053136826,1.6479355096817017,2.5493571758270264,3.745866060256958,4.248692035675049,5.3721723556518555
