name,date,time,time_since_start,vicon_sequence,vicon_time_stamp,vicon_frame_id,vicon_child_frame_id,vicon_translation_x,vicon_translation_y,vicon_translation_z,vicon_rotation_x,vicon_rotation_y,vicon_rotation_z,vicon_rotation_w,int_imu_time_stamp,int_imu_acc_x,int_imu_acc_y,int_imu_acc_z,int_imu_gyro_x,int_imu_gyro_y,int_imu_gyro_z,int_imu_mag_x,int_imu_mag_y,int_imu_mag_z,ext_imu_time_stamp,ext_imu_acc_x,ext_imu_acc_y,ext_imu_acc_z,ext_imu_gyro_x,ext_imu_gyro_y,ext_imu_gyro_z,ext_imu_mag_x,ext_imu_mag_y,ext_imu_mag_z,dji_imu_sequence,dji_imu_time_stamp,dji_imu_frame_id,dji_imu_orientation_x,dji_imu_orientation_y,dji_imu_orientation_z,dji_imu_ang_vel_x,dji_imu_ang_vel_y,dji_imu_ang_vel_z,dji_imu_lin_acc_x,dji_imu_lin_acc_y,dji_imu_lin_acc_z,rc_sequence,rc_time_stamp,rc_frame_id,rc_roll,rc_pitch,rc_yaw,rc_throttle,rc_mode,rc_landing_gear
,,90506.48335,0.9532744884490967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964674.0,0.04,0.01,-1.01,-1.4,-1.77,-0.24,15.45,32.41,-52.81,1964799.0,0.04,0.0,-1.02,-1.34,-1.71,-0.18,15.15,32.11,-53.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.503824,0.9737503528594971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964809.0,0.04,0.01,-1.01,-1.34,-1.52,-0.12,16.2,31.36,-52.81,1964819.0,0.05,-0.0,-1.01,-1.34,-1.65,-0.24,15.45,33.16,-53.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.522879,0.9927999973297119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964829.0,0.04,-0.0,-1.01,-1.28,-1.59,-0.18,16.35,32.26,-52.96,1964839.0,0.05,0.0,-1.02,-1.34,-1.65,-0.24,15.3,32.56,-52.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.54315,1.013073444366455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964849.0,0.04,0.0,-1.02,-1.34,-1.59,-0.18,13.95,32.56,-53.26,1964859.0,0.04,0.0,-1.01,-1.28,-1.65,-0.12,15.45,32.11,-53.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.563065,1.0329899787902832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964869.0,0.04,0.01,-1.01,-1.34,-1.65,-0.24,15.3,31.51,-52.96,1964879.0,0.04,0.01,-1.01,-1.22,-1.77,-0.12,15.75,32.56,-55.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.583647,1.0535953044891357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964889.0,0.04,0.01,-1.01,-1.34,-1.71,-0.12,16.5,31.36,-53.11,1964899.0,0.04,-0.01,-1.0,-1.22,-1.59,-0.18,15.0,33.76,-53.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.603346,1.073258876800537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964909.0,0.05,0.01,-1.02,-1.22,-1.71,-0.18,15.0,32.26,-53.56,1964919.0,0.03,0.0,-1.01,-1.4,-1.65,-0.3,15.45,32.11,-53.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.675604,1.1455247402191162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964929.0,0.04,0.01,-1.0,-1.4,-1.59,-0.18,14.85,33.91,-53.11,1964992.0,0.04,0.01,-1.01,-1.34,-1.59,-0.18,15.9,30.76,-52.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.694351,1.1642680168151855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965001.0,0.03,0.01,-1.0,-1.34,-1.65,-0.24,14.85,32.11,-53.11,1965011.0,0.04,0.0,-1.02,-1.46,-1.77,0.0,14.7,31.96,-53.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,90506.713271,1.1832010746002197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965020.0,0.04,0.0,-1.0,-1.34,-1.65,0.0,15.3,31.96,-54.91,1965029.0,0.04,0.01,-1.01,-1.4,-1.77,-0.24,16.05,32.56,-54.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
